-0.0028569,0.010457,-0.074264,0.12731,-0.00975,0.0062565,-0.034993,-0.060483,-0.11201,0.065988
-0.05822,-0.026882,0.062789,-0.018043,-0.068807,0.047422,-0.037671,0.015912,0.025585,0.071247
-0.030399,-0.023542,0.020785,0.10975,-0.04806,0.048025,-0.15239,0.025642,-0.055863,-0.12727
-0.031742,0.0033094,0.068719,-0.05926,0.1285,-0.11266,-0.044861,0.10354,0.023125,0.038121
0.010479,-0.0076849,-0.067334,0.11572,-0.060099,0.058878,-0.0093858,-0.0017445,0.078616,0.035318
0.17329,0.097031,0.0023256,0.070062,-0.030587,0.04625,-0.085375,0.028202,-0.04539,-0.082544
-0.069678,-0.13751,-0.026184,-0.027508,-0.0097234,-0.047826,0.082065,-0.00020637,0.074858,0.073587
-0.11548,-0.025615,-0.0092917,0.0045169,0.12432,-0.052887,0.045021,-0.022394,0.041436,0.044297
0.046693,-0.055075,-0.073032,-0.040035,-0.066034,-0.033081,0.05189,-0.045123,-0.10278,0.025107
-0.0080684,-0.1004,-0.0012158,-0.059981,-0.018894,0.03267,-0.036014,-0.078534,-0.03731,-0.013988
0.096344,-0.052095,0.061832,-0.080131,0.097423,-0.066093,-0.0094015,0.088546,-0.040541,0.055047
0.039006,-0.046718,-0.010641,0.063016,-0.022372,-0.046747,-0.0039601,-0.020328,-0.052453,0.12674
-0.058247,-0.026975,0.04643,0.083113,0.035355,0.058783,-0.026826,-0.0013751,-0.0027175,0.050328
-0.082538,0.026283,-0.010259,-0.03781,-0.0024282,-0.068682,-0.082956,0.065796,0.06855,-0.001023
0.043312,-0.074517,-0.01579,-0.054776,0.0014058,-0.16767,0.016765,-0.074823,0.057042,0.019945
0.059069,-0.013643,-0.00051277,0.10194,-0.068016,-0.1214,0.007502,-0.044943,-0.016986,-0.02464
-0.039508,-0.041495,-0.0070251,0.0025642,-0.13675,-0.01618,0.015445,0.10612,-0.030667,0.097604
0.030623,0.034708,0.035306,-0.03003,0.035011,0.03763,0.065996,-0.017465,0.064877,0.040777
0.053407,0.098793,-0.0032436,0.039675,0.078883,-0.013561,0.0065602,0.0051723,-0.0068846,0.016111
-0.052752,-0.077449,4.3425e-05,-0.027544,0.02884,-0.02651,-0.028632,-0.031256,-0.00061618,0.055027
-0.021148,-0.013813,0.010713,0.073791,0.0043137,-0.0015025,-0.014396,0.0077845,-0.0086939,-0.01394
0.045216,0.055478,0.0094788,0.0067393,-0.0020446,-0.13886,0.17621,-0.0084065,-0.0015256,0.01372
0.025841,-0.096343,-0.0029442,-0.0095906,-0.081372,-0.026096,0.01863,0.051713,-0.10781,-0.071975
-0.052562,0.11258,0.069164,-0.025421,0.045432,-0.042404,-0.052516,0.043063,0.06387,-0.055663
0.037701,0.013024,0.0054782,-0.061675,0.035538,0.097727,0.063314,0.010412,-0.012189,-0.017314
0.057316,0.026208,0.098452,0.064824,-0.070553,0.027924,0.026586,0.041204,-0.046524,-0.11654
0.048123,-0.027696,0.020315,0.11665,0.003997,0.020033,0.10291,-0.10748,-0.032598,0.050288
-0.07949,0.013164,0.004601,-0.0014139,0.0081844,0.048611,0.017781,-0.056095,0.1176,-0.023897
-0.024385,0.0059166,0.074963,-0.0022264,-0.067507,0.0024087,-0.022153,0.10254,-0.023813,-0.0019608
-0.0032739,-0.032108,-0.019482,-0.086685,0.10741,0.013748,0.00052212,0.059032,0.016055,-0.0083128
0.042444,0.0029158,-0.1209,-0.14551,-0.097595,0.043118,0.063011,0.052562,-0.088097,0.031796
0.039312,0.11285,0.1329,-0.054812,-0.14707,-0.070821,-0.055307,0.064254,-0.028083,-0.035085
-0.0036526,0.066933,0.11862,-0.0084141,-0.11512,0.025134,0.01263,0.046935,0.03893,0.027231
0.0021204,0.066682,0.12703,0.10641,0.048112,0.02803,0.057243,0.062943,0.0055694,0.022678
0.012206,-0.027343,0.021216,0.023097,0.017192,-0.056121,-0.046562,0.042111,0.030596,0.11706
0.029936,-0.064523,-0.084899,-0.10605,0.033772,0.040847,-0.026611,-0.028122,-0.036576,-0.070198
0.039166,0.056258,-0.057145,-0.016822,-0.10934,-0.032738,-0.064704,0.098182,-0.022975,0.10101
-0.090575,-0.012486,-0.10757,0.019983,0.0095781,0.036259,0.00057192,0.066958,0.012363,-0.085415
-0.078205,-0.022194,-0.12638,-0.046208,0.0011062,-0.020372,0.092815,0.079368,0.0079926,-0.040308
0.027252,0.012834,0.053382,0.070317,0.067717,-0.11788,-0.055582,0.093757,-0.069356,0.0054702
0.0016851,0.037291,-0.056731,-0.021955,0.0020943,0.027969,0.17995,-0.011316,0.05391,-0.11332
0.094801,-0.024329,0.065502,0.047055,0.019562,0.03332,-0.030827,-0.0015205,0.19723,-0.11469
0.0080299,-0.0081603,-0.034642,0.10927,0.065534,0.0060331,0.0098563,-0.0088683,-0.037221,0.069817
-0.059746,-0.0693,0.034781,0.023715,0.046446,0.016345,-0.09671,-0.12338,0.045044,0.075368
0.0064494,0.055687,0.063827,0.026185,-0.045289,-0.049278,-0.061666,0.10794,-0.13222,-0.017848
-0.03587,0.10484,0.016891,-0.029433,0.015031,0.0021617,-0.06554,0.043425,0.045257,-0.082053
-0.054917,-0.008649,0.058394,-0.060836,0.064063,0.034404,-0.029724,0.11067,0.069081,0.035139
-0.11982,-0.066816,0.030017,-0.048089,0.028001,0.0077221,-0.12896,0.0027331,-0.01712,0.055614
0.025513,-0.012449,-0.086417,0.0325,0.019229,0.0068025,0.075263,0.098944,0.018494,-0.0094647
0.0078429,0.015874,0.061047,-0.013372,0.044729,-0.10634,0.080374,0.03345,0.026043,0.035394
0.010417,0.042895,0.032208,-0.070242,0.015809,-0.065044,0.012555,-0.05644,0.089388,0.13329
-0.052841,-0.094223,-0.012599,0.016765,-0.0026889,0.11583,0.037667,0.016174,0.050883,-0.043331
-0.0067273,-0.0098436,-0.011496,-0.011237,-0.017295,-0.088324,-0.11479,0.06287,0.064262,0.018029
-0.055921,-0.12512,0.065028,0.049434,0.12203,-0.073526,-0.057418,0.065546,-0.0034331,0.18224
-0.0070527,-0.02141,-0.020412,0.042315,-0.01674,-0.02573,0.018784,-0.018781,-0.054682,-0.044683
0.058086,0.078641,-0.072999,0.067642,-0.02308,0.042508,0.024366,0.13018,-0.0058583,-0.022177
-0.06702,-0.073529,0.081033,0.065851,-0.060131,-0.058728,0.078764,0.01563,-0.028079,0.041628
0.017348,-0.0099978,-0.070506,-0.028168,-0.036332,-0.020668,0.054808,-0.054547,0.028394,0.058782
0.036399,-0.020582,0.067539,-0.067541,0.093662,-0.053258,-0.025116,0.074215,0.12818,0.13905
0.12162,-0.014064,0.0062431,-0.054093,-0.023674,-0.0030503,0.033908,-0.010934,0.023975,-0.012775
-0.10881,-0.0058357,0.041773,0.06988,0.063761,-0.015531,-0.063897,-0.056819,0.018205,-0.0030699
0.081201,0.055101,0.093052,0.031784,-0.05861,-0.070789,0.011276,-0.022438,0.01587,-0.0019341
0.084151,-0.092944,0.12181,-0.055893,-0.014241,-0.061422,-0.038378,0.08015,-0.02276,-0.018398
-0.043362,-0.062718,-0.028457,0.073138,-0.060877,0.088936,0.037693,-0.056254,-0.10567,0.059496
0.097334,0.045797,0.0060968,0.095418,-0.0037397,0.0035882,-0.026115,-0.0069719,0.10236,-0.020796
0.00084317,-0.058168,0.018127,-0.075537,-0.052657,-0.033754,0.0093777,0.0087975,-0.032095,-0.020656
-0.057411,-0.041643,-0.045294,0.049038,-0.012297,-0.022167,0.022227,0.063952,0.019575,0.0012564
-0.044581,-0.037147,-0.025073,0.097453,-0.026581,-0.032617,-0.023634,0.049573,0.022097,-0.038549
-0.0087452,-0.018514,-0.046657,-0.024753,0.03292,0.0044572,-0.11025,0.0033911,-0.068353,0.048363
0.13879,0.11005,-0.0094119,0.032932,-0.019182,-0.0093202,0.048535,-0.058469,0.060969,0.032194
-0.090047,-0.084957,-0.042693,-0.096391,-0.093404,0.011721,-0.067814,0.013921,0.0020113,-0.051474
-0.053972,-0.1259,0.1243,-0.018798,-0.026997,-0.075188,0.060518,-0.020208,-0.049045,-0.054733
-0.046773,0.11293,-0.091768,-0.086215,-0.024889,0.026275,0.0099241,0.063873,0.022189,-0.13648
0.076519,0.041719,-0.0075055,-0.091868,-0.020972,-0.051617,-0.050071,0.047162,-0.083037,0.026162
-0.025483,-0.060171,-0.028293,0.15076,-0.073271,0.022093,-0.019349,-0.069439,0.017905,0.073824
-0.045997,0.03493,-0.0060253,-0.020565,0.045573,0.083252,-0.062564,0.010105,0.01226,0.018535
-0.025255,-0.20546,-0.036585,0.015791,-0.049559,0.030785,-0.072558,-0.02454,-0.021232,0.0088116
-0.1242,0.05498,0.07176,0.017485,-0.016888,0.0072325,0.028545,-0.020834,-0.059662,0.0071087
0.015198,0.11309,0.052323,-0.021175,-0.028125,-0.031254,-0.022103,-0.067065,0.031618,0.045657
-0.059052,0.050477,0.016694,0.090351,0.065832,-0.031845,-0.081792,-0.10037,0.033338,-0.091228
-0.0086579,0.083625,-0.0058302,0.11354,0.012462,0.024785,-0.022618,-0.0022174,0.047628,-0.052651
-0.00055919,0.10356,0.14117,-0.048165,-0.048885,0.12145,0.0113,-0.044443,0.03234,0.035895
-0.13111,-0.051924,-0.048077,-0.0064316,0.041134,-0.015875,0.006662,-0.037747,0.0072896,0.1292
0.0072449,-0.091645,0.0094273,0.040407,0.036787,-0.035078,-0.010863,0.078505,-0.028511,-0.08664
-0.015163,0.0049203,-0.012893,-0.087742,-0.074631,-0.055223,-0.016444,0.037289,0.01652,0.024532
0.0084208,0.1136,-0.026937,-0.085626,-0.033516,-0.15321,-0.061745,0.089772,-0.015309,0.028075
0.010281,0.016204,-0.020456,-0.046752,0.0062749,0.048709,0.082521,-0.0030482,-0.095397,0.00996
-0.060896,-0.031292,-0.042142,0.0313,0.075422,-0.064078,0.028961,0.090275,0.038025,-0.0076374
0.057061,0.0027623,0.011825,0.017001,0.061998,0.043779,0.050451,0.034609,0.053599,-0.021409
-0.066806,0.013647,-0.013407,-0.057206,-0.030964,0.013533,-0.046925,-0.0034236,0.016036,0.020402
-0.026845,-0.050678,-0.040776,-0.09024,0.058549,-0.040524,-0.074603,-0.0689,0.15238,0.010086
0.052619,-0.0097957,0.069872,0.0078085,-0.020898,0.037517,-0.046081,0.041599,-0.11583,0.024077
0.015913,0.050645,0.054619,0.0086139,-0.075443,0.054004,-0.013928,-0.021926,-0.029951,-0.053095
-0.051098,-0.033484,0.12455,0.12056,0.029654,-0.027504,-0.065055,-0.060075,-0.0059999,-0.08901
-0.02349,-0.027608,0.012029,-0.01987,0.032575,-0.035904,0.069881,0.048737,-0.051414,-0.06817
0.09299,-0.079652,-0.019364,-0.042978,-0.012126,-0.040461,0.034726,0.0093381,0.12112,-0.038156
0.0072493,0.072012,-0.11441,-0.049942,0.052503,-0.073253,-0.099971,0.064138,-0.013779,0.0056944
-0.086102,0.036577,-0.059852,0.091702,-0.062224,0.041412,-0.090347,-0.044783,0.049324,-0.055031
0.041612,-0.12679,0.0092101,-0.092266,-0.018216,0.041907,-0.17758,0.030208,0.091749,-0.0066763
-0.071219,0.073068,-0.061598,0.016039,0.05784,0.06888,-0.0099063,0.012868,-0.060999,0.061402
